Symbol,Sector,Industry
ARAY,Healthcare,Medical Devices
ARC,Industrials,Specialty Business Services
ARCB,Industrials,Trucking
ARCC,Financial Services,Asset Management
ARE,Real Estate,REIT—Office
AREN,Communication Services,Internet Content & Information
ARGO,Financial Services,Insurance—Property & Casualty
ARI,Real Estate,REIT—Mortgage
ARKR,Consumer Cyclical,Restaurants
ARL,Real Estate,Real Estate—Development
ARLP,Energy,Thermal Coal
ARMP,Healthcare,Biotechnology
AROC,Energy,Oil & Gas Equipment & Services
AROW,Financial Services,Banks—Regional
ARR,Real Estate,REIT—Mortgage
ARTNA,Utilities,Utilities—Regulated Water
ARTW,Industrials,Farm & Heavy Construction Machinery
ARW,Technology,Electronics & Computer Distribution
ARWR,Healthcare,Biotechnology
ASA,Financial Services,Asset Management
ASB,Financial Services,Banks—Regional
ASG,Financial Services,Asset Management
ASGN,Technology,Information Technology Services
ASH,Basic Materials,Specialty Chemicals
ASML,Technology,Semiconductor Equipment & Materials
ASPS,Real Estate,Real Estate Services
ASR,Industrials,Airports & Air Services
ASRT,Healthcare,Drug Manufacturers—Specialty & Generic
ASRV,Financial Services,Banks—Regional
ASTC,Industrials,Aerospace & Defense
ASTE,Industrials,Farm & Heavy Construction Machinery
ASTI,Technology,Solar
ASUR,Technology,Software—Application
ASX,Technology,Semiconductors
ASXC,Healthcare,Medical Devices
ASYS,Technology,Semiconductor Equipment & Materials
ATEC,Healthcare,Medical Devices
ATGE,Consumer Defensive,Education & Training Services
ATHX,Healthcare,Biotechnology
ATI,Industrials,Metal Fabrication
ATLC,Financial Services,Credit Services
ATLO,Financial Services,Banks—Regional
ATNI,Communication Services,Telecom Services
ATO,Utilities,Utilities—Regulated Gas
ATR,Healthcare,Medical Instruments & Supplies
ATRC,Healthcare,Medical Instruments & Supplies
ATRI,Healthcare,Medical Instruments & Supplies
ATRO,Industrials,Aerospace & Defense
ATSG,Industrials,Airlines
ATVI,Communication Services,Electronic Gaming & Multimedia
AU,Basic Materials,Gold
AUB,Financial Services,Banks—Regional
AUBN,Financial Services,Banks—Regional
AUDC,Technology,Communication Equipment
AUMN,Basic Materials,Other Precious Metals & Mining
AVA,Utilities,Utilities—Diversified
AVAV,Industrials,Aerospace & Defense
AVB,Real Estate,REIT—Residential
AVD,Basic Materials,Agricultural Inputs
AVDL,Healthcare,Drug Manufacturers—Specialty & Generic
AVGO,Technology,Semiconductors
AVID,Communication Services,Electronic Gaming & Multimedia
AVK,Financial Services,Asset Management
AVNT,Basic Materials,Specialty Chemicals
AVNW,Technology,Communication Equipment
AVT,Technology,Electronics & Computer Distribution
AVTA,Financial Services,Asset Management
AVXL,Healthcare,Biotechnology
AVY,Industrials,Business Equipment & Supplies
AWF,Financial Services,Asset Management
AWH,Healthcare,Diagnostics & Research
AWI,Industrials,Building Products & Equipment
AWK,Utilities,Utilities—Regulated Water
AWP,Financial Services,Asset Management
AWR,Utilities,Utilities—Regulated Water
AWRE,Technology,Software—Application
AWX,Industrials,Waste Management
AX,Financial Services,Banks—Regional
AXGN,Healthcare,Medical Devices
AXL,Consumer Cyclical,Auto Parts
AXON,Industrials,Aerospace & Defense
AXP,Financial Services,Credit Services
AXR,Real Estate,Real Estate—Development
AXS,Financial Services,Insurance—Property & Casualty
AXTI,Technology,Semiconductor Equipment & Materials
AYI,Industrials,Electrical Equipment & Parts
AYRO,Consumer Cyclical,Auto Manufacturers
AZN,Healthcare,Drug Manufacturers—General
AZO,Consumer Cyclical,Specialty Retail
AZPN,Technology,Software—Application
AZTA,Healthcare,Medical Instruments & Supplies
AZZ,Industrials,Metal Fabrication
B,Industrials,Specialty Industrial Machinery
BA,Industrials,Aerospace & Defense
BAC,Financial Services,Banks—Diversified
BAK,Basic Materials,Chemicals
BALL,Consumer Cyclical,Packaging & Containers
BAM,Financial Services,Asset Management
BANC,Financial Services,Banks—Regional
BANF,Financial Services,Banks—Regional
BANR,Financial Services,Banks—Regional
BAP,Financial Services,Banks—Regional
BAX,Healthcare,Medical Instruments & Supplies
BB,Technology,Software—Infrastructure
BBAR,Financial Services,Banks—Regional
BBD,Financial Services,Banks—Regional
BBDC,Financial Services,Credit Services
BBGI,Communication Services,Broadcasting
BBSI,Industrials,Staffing & Employment Services
BBVA,Financial Services,Banks—Diversified
BBW,Consumer Cyclical,Specialty Retail
BBWI,Consumer Cyclical,Specialty Retail
BBY,Consumer Cyclical,Specialty Retail
BC,Consumer Cyclical,Recreational Vehicles
BCBP,Financial Services,Banks—Regional
BCDA,Healthcare,Biotechnology
BCE,Communication Services,Telecom Services
BCH,Financial Services,Banks—Regional
BCLI,Healthcare,Biotechnology
BCML,Financial Services,Banks—Regional
BCO,Industrials,Security & Protection Services
BCPC,Basic Materials,Specialty Chemicals
BCRX,Healthcare,Biotechnology
BCS,Financial Services,Banks—Diversified
BCV,Financial Services,Asset Management
BDC,Technology,Communication Equipment
BDJ,Financial Services,Asset Management
BDL,Consumer Cyclical,Restaurants
BDN,Real Estate,REIT—Office
BDX,Healthcare,Medical Instruments & Supplies
BECN,Industrials,Building Products & Equipment
BELFA,Technology,Electronic Components
BELFB,Technology,Electronic Components
BEN,Financial Services,Asset Management
BEP,Utilities,Utilities—Renewable
BFC,Financial Services,Banks—Regional
BFH,Financial Services,Credit Services
BFIN,Financial Services,Banks—Regional
BFS,Real Estate,REIT—Retail
BFZ,Financial Services,Asset Management
BG,Consumer Defensive,Farm Products
BGFV,Consumer Cyclical,Specialty Retail
BGI,Consumer Cyclical,Luxury Goods
BGR,Financial Services,Asset Management
BGS,Consumer Defensive,Packaged Foods
BGT,Financial Services,Asset Management
BGY,Financial Services,Asset Management
BH,Consumer Cyclical,Restaurants
BHB,Financial Services,Banks—Regional
BHC,Healthcare,Drug Manufacturers—Specialty & Generic
BHE,Technology,Electronic Components
BHK,Financial Services,Asset Management
BHLB,Financial Services,Banks—Regional
BIDU,Communication Services,Internet Content & Information
BIG,Consumer Defensive,Discount Stores
BIIB,Healthcare,Drug Manufacturers—General
BIMI,Healthcare,Pharmaceutical Retailers
BIO,Healthcare,Medical Devices
BIOL,Healthcare,Medical Devices
BIP,Utilities,Utilities—Diversified
BJRI,Consumer Cyclical,Restaurants
BK,Financial Services,Asset Management
BKCC,Financial Services,Asset Management
BKD,Healthcare,Medical Care Facilities
BKE,Consumer Cyclical,Apparel Retail
BKH,Utilities,Utilities—Diversified
BKNG,Consumer Cyclical,Travel Services
BKR,Energy,Oil & Gas Equipment & Services
BKSC,Financial Services,Banks—Regional
BKT,Financial Services,Asset Management
BKTI,Technology,Communication Equipment
BKYI,Industrials,Security & Protection Services
BLDP,Industrials,Specialty Industrial Machinery
BLDR,Industrials,Building Products & Equipment
BLFS,Healthcare,Medical Instruments & Supplies
BLIN,Technology,Software—Infrastructure
BLK,Financial Services,Asset Management
BLKB,Technology,Software—Application
BLNK,Industrials,Engineering & Construction
BLW,Financial Services,Asset Management
BLX,Financial Services,Banks—Regional
BMA,Financial Services,Banks—Regional
BME,Financial Services,Asset Management
BMI,Technology,Scientific & Technical Instruments
BMO,Financial Services,Banks—Diversified
BMRA,Healthcare,Medical Devices
BMRC,Financial Services,Banks—Regional
BMRN,Healthcare,Biotechnology
BMY,Healthcare,Drug Manufacturers—General
BN,Financial Services,Asset Management
BNS,Financial Services,Banks—Diversified
BNY,Financial Services,Asset Management
BOE,Financial Services,Asset Management
BOH,Financial Services,Banks—Regional
BOKF,Financial Services,Banks—Regional
BOOM,Energy,Oil & Gas Equipment & Services
BOSC,Technology,Communication Equipment
BOTJ,Financial Services,Banks—Regional
BP,Energy,Oil & Gas Integrated
BPOP,Financial Services,Banks—Regional
BPT,Energy,Oil & Gas Refining & Marketing
BPTH,Healthcare,Biotechnology
BR,Technology,Information Technology Services
BRC,Industrials,Security & Protection Services
BRFS,Consumer Defensive,Packaged Foods
BRID,Consumer Defensive,Packaged Foods
BRKL,Financial Services,Banks—Regional
BRKR,Healthcare,Medical Devices
BRN,Energy,Oil & Gas E&P
BRO,Financial Services,Insurance Brokers
BRT,Real Estate,REIT—Residential
BRTX,Healthcare,Biotechnology
BRW,Financial Services,Asset Management
BSAC,Financial Services,Banks—Regional
BSBR,Financial Services,Banks—Regional
BSET,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
BSQR,Technology,Software—Application
BSRR,Financial Services,Banks—Regional
BSX,Healthcare,Medical Devices
BTA,Financial Services,Asset Management
BTE,Energy,Oil & Gas E&P
BTG,Basic Materials,Gold
BTI,Consumer Defensive,Tobacco
BTO,Financial Services,Asset Management
BTZ,Financial Services,Asset Management
BUD,Consumer Defensive,Beverages—Brewers
BUSE,Financial Services,Banks—Regional
BVH,Consumer Cyclical,Resorts & Casinos
BVN,Basic Materials,Other Precious Metals & Mining
BWA,Consumer Cyclical,Auto Parts
BWEN,Industrials,Specialty Industrial Machinery
BX,Financial Services,Asset Management
BXC,Industrials,Building Products & Equipment
BXMT,Real Estate,REIT—Mortgage
BXMX,Financial Services,Asset Management
BXP,Real Estate,REIT—Office
BYD,Consumer Cyclical,Resorts & Casinos
BYFC,Financial Services,Banks—Regional
BYRN,Industrials,Aerospace & Defense
BZH,Consumer Cyclical,Residential Construction
C,Financial Services,Banks—Diversified
CAAS,Consumer Cyclical,Auto Parts
CAC,Financial Services,Banks—Regional
CACC,Financial Services,Credit Services
CACI,Technology,Information Technology Services
CADE,Financial Services,Banks—Regional
CAE,Industrials,Aerospace & Defense
CAF,Financial Services,Asset Management
CAG,Consumer Defensive,Packaged Foods
CAH,Healthcare,Medical Distribution
CAKE,Consumer Cyclical,Restaurants
CAL,Consumer Cyclical,Footwear & Accessories
CALM,Consumer Defensive,Farm Products
CAMP,Technology,Communication Equipment
CAMT,Technology,Semiconductor Equipment & Materials
CAPR,Healthcare,Biotechnology
CAR,Industrials,Rental & Leasing Services
CARE,Financial Services,Banks—Regional
CARV,Financial Services,Banks—Regional
CASH,Financial Services,Banks—Regional
CASI,Healthcare,Biotechnology
CASS,Industrials,Specialty Business Services
CASY,Consumer Cyclical,Specialty Retail
CAT,Industrials,Farm & Heavy Construction Machinery
CATC,Financial Services,Banks—Regional
CATO,Consumer Cyclical,Apparel Retail
CATX,Healthcare,Medical Devices
CATY,Financial Services,Banks—Regional
CB,Financial Services,Insurance—Property & Casualty
CBAN,Financial Services,Banks—Regional
CBAT,Industrials,Electrical Equipment & Parts
CBD,Consumer Cyclical,Department Stores
CBFV,Financial Services,Banks—Regional
CBIO,Healthcare,Biotechnology
CBRE,Real Estate,Real Estate Services
CBRL,Consumer Cyclical,Restaurants
CBSH,Financial Services,Banks—Regional
CBT,Basic Materials,Specialty Chemicals
CBU,Financial Services,Banks—Regional
CBZ,Industrials,Specialty Business Services
CCBG,Financial Services,Banks—Regional
CCEL,Healthcare,Medical Care Facilities
CCEP,Consumer Defensive,Beverages—Non-Alcoholic
CCF,Basic Materials,Specialty Chemicals
CCI,Real Estate,REIT—Specialty
CCJ,Energy,Uranium
CCK,Consumer Cyclical,Packaging & Containers
CCL,Consumer Cyclical,Travel Services
CCM,Healthcare,Medical Care Facilities
CCNE,Financial Services,Banks—Regional
CCO,Communication Services,Advertising Agencies
CCOI,Communication Services,Telecom Services
CCRD,Technology,Software—Application
CCRN,Healthcare,Medical Care Facilities
CCU,Consumer Defensive,Beverages—Brewers
CDE,Basic Materials,Gold
CDMO,Healthcare,Biotechnology
CDNS,Technology,Software—Application
CDXC,Healthcare,Biotechnology
CDZI,Utilities,Utilities—Regulated Water
CE,Basic Materials,Chemicals
CECO,Industrials,Pollution & Treatment Controls
CEE,Financial Services,Asset Management
CEI,Energy,Oil & Gas E&P
CELH,Consumer Defensive,Beverages—Non-Alcoholic
CENN,Consumer Cyclical,Auto Manufacturers
CENT,Consumer Defensive,Packaged Foods
CENTA,Consumer Defensive,Packaged Foods
CENX,Basic Materials,Aluminum
CEQP,Energy,Oil & Gas Midstream
CERS,Healthcare,Medical Devices
CET,Financial Services,Asset Management
CETX,Technology,Software—Infrastructure
CETY,Industrials,Specialty Industrial Machinery
CEV,Financial Services,Asset Management
CEVA,Technology,Semiconductors
CF,Basic Materials,Agricultural Inputs
CFBK,Financial Services,Banks—Regional
CFFI,Financial Services,Banks—Regional
CFFN,Financial Services,Banks—Regional
CFR,Financial Services,Banks—Regional
CGA,Basic Materials,Agricultural Inputs
CGAU,Basic Materials,Gold
CGEN,Healthcare,Biotechnology
CGNX,Technology,Scientific & Technical Instruments
CGO,Financial Services,Asset Management
CGRN,Industrials,Specialty Industrial Machinery
CHCI,Real Estate,Real Estate—Diversified
CHCO,Financial Services,Banks—Regional
CHD,Consumer Defensive,Household & Personal Products
CHDN,Consumer Cyclical,Gambling
CHE,Healthcare,Medical Care Facilities
CHH,Consumer Cyclical,Lodging
CHI,Financial Services,Asset Management
CHKP,Technology,Software—Infrastructure
CHMG,Financial Services,Banks—Regional
CHN,Financial Services,Asset Management
CHNR,Industrials,Waste Management
CHRW,Industrials,Integrated Freight & Logistics
CHS,Consumer Cyclical,Apparel Retail
CHSCP,Consumer Defensive,Farm Products
CHT,Communication Services,Telecom Services
CHW,Financial Services,Asset Management
CHY,Financial Services,Asset Management
CI,Healthcare,Healthcare Plans
CIA,Financial Services,Insurance—Life
CIB,Financial Services,Banks—Regional
CIEN,Technology,Communication Equipment
CIF,Financial Services,Asset Management
CIG,Utilities,Utilities—Diversified
CIGI,Real Estate,Real Estate Services
CII,Financial Services,Asset Management
CIK,Financial Services,Asset Management
CIM,Real Estate,REIT—Mortgage
CINF,Financial Services,Insurance—Property & Casualty
CIR,Industrials,Specialty Industrial Machinery
CIVB,Financial Services,Banks—Regional
CIX,Industrials,Security & Protection Services
CIZN,Financial Services,Banks—Regional
CL,Consumer Defensive,Household & Personal Products
CLAR,Consumer Cyclical,Leisure
CLB,Energy,Oil & Gas Equipment & Services
CLDX,Healthcare,Biotechnology
CLF,Basic Materials,Steel
CLFD,Technology,Communication Equipment
CLH,Industrials,Waste Management
CLM,Financial Services,Asset Management
CLMB,Technology,Electronics & Computer Distribution
CLMT,Energy,Oil & Gas E&P
CLNE,Energy,Oil & Gas Refining & Marketing
CLRB,Healthcare,Biotechnology
CLRO,Technology,Communication Equipment
CLS,Technology,Electronic Components
CLW,Basic Materials,Paper & Paper Products
CLWT,Industrials,Pollution & Treatment Controls
CLX,Consumer Defensive,Household & Personal Products
CM,Financial Services,Banks—Diversified
CMA,Financial Services,Banks—Regional
CMC,Basic Materials,Steel
CMCL,Basic Materials,Gold
CMCO,Industrials,Farm & Heavy Construction Machinery
CMCSA,Communication Services,Telecom Services
CMCT,Real Estate,REIT—Office
CME,Financial Services,Financial Data & Stock Exchanges
CMG,Consumer Cyclical,Restaurants
CMI,Industrials,Specialty Industrial Machinery
CMP,Basic Materials,Other Industrial Metals & Mining
CMPR,Communication Services,Advertising Agencies
CMS,Utilities,Utilities—Regulated Electric
CMT,Basic Materials,Specialty Chemicals
CMTL,Technology,Communication Equipment
CMU,Financial Services,Asset Management
CNA,Financial Services,Insurance—Property & Casualty
CNC,Healthcare,Healthcare Plans
CNET,Communication Services,Advertising Agencies
CNI,Industrials,Railroads
CNK,Communication Services,Entertainment
CNMD,Healthcare,Medical Devices
CNO,Financial Services,Insurance—Life
CNOB,Financial Services,Banks—Regional
CNP,Utilities,Utilities—Regulated Electric
CNQ,Energy,Oil & Gas E&P
CNS,Financial Services,Asset Management
CNSL,Communication Services,Telecom Services
CNTY,Consumer Cyclical,Resorts & Casinos
CNX,Energy,Oil & Gas E&P
CNXN,Technology,Electronics & Computer Distribution
COCP,Healthcare,Biotechnology
CODA,Industrials,Aerospace & Defense
CODI,Industrials,Conglomerates
COF,Financial Services,Credit Services
COFS,Financial Services,Banks—Regional
COHN,Financial Services,Capital Markets
COHR,Technology,Scientific & Technical Instruments
COHU,Technology,Semiconductor Equipment & Materials
COKE,Consumer Defensive,Beverages—Non-Alcoholic
COLB,Financial Services,Banks—Regional
COLM,Consumer Cyclical,Apparel Manufacturing
CONN,Consumer Cyclical,Specialty Retail
COO,Healthcare,Medical Instruments & Supplies
COP,Energy,Oil & Gas E&P
CORR,Real Estate,REIT—Diversified
CORT,Healthcare,Biotechnology
COST,Consumer Defensive,Discount Stores
CP,Industrials,Railroads
CPA,Industrials,Airlines
CPB,Consumer Defensive,Packaged Foods
CPE,Energy,Oil & Gas E&P
CPF,Financial Services,Banks—Regional
CPG,Energy,Oil & Gas E&P
CPHC,Consumer Cyclical,Gambling
CPHI,Healthcare,Drug Manufacturers—Specialty & Generic
CPIX,Healthcare,Drug Manufacturers—Specialty & Generic
CPK,Utilities,Utilities—Regulated Gas
CPLP,Industrials,Marine Shipping
CPRT,Consumer Cyclical,Auto & Truck Dealerships
CPRX,Healthcare,Biotechnology
CPSH,Technology,Electronic Components
CPSI,Healthcare,Health Information Services
CPSS,Financial Services,Credit Services
CPT,Real Estate,REIT—Residential
CQP,Energy,Oil & Gas Midstream
CR,Industrials,Specialty Industrial Machinery
CRAI,Industrials,Consulting Services
CRDF,Healthcare,Biotechnology
CREG,Utilities,Utilities—Renewable
CRESY,Industrials,Conglomerates
CREX,Technology,Software—Application
CRF,Financial Services,Asset Management
CRGE,Technology,Information Technology Services
CRH,Basic Materials,Building Materials
CRI,Consumer Cyclical,Apparel Retail
CRIS,Healthcare,Biotechnology
CRK,Energy,Oil & Gas E&P
CRL,Healthcare,Diagnostics & Research
CRM,Technology,Software—Application
CRMT,Consumer Cyclical,Auto & Truck Dealerships
CRNT,Technology,Communication Equipment
CROX,Consumer Cyclical,Footwear & Accessories
CRS,Industrials,Metal Fabrication
CRT,Energy,Oil & Gas E&P
CRUS,Technology,Semiconductors
CRVL,Financial Services,Insurance Brokers
CRWS,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
CSBR,Healthcare,Biotechnology
CSCO,Technology,Communication Equipment
CSGP,Real Estate,Real Estate Services
CSGS,Technology,Software—Infrastructure
CSIQ,Technology,Solar
CSL,Industrials,Building Products & Equipment
CSPI,Technology,Information Technology Services
CSQ,Financial Services,Asset Management
CSR,Real Estate,REIT—Residential
CSV,Consumer Cyclical,Personal Services
CSWC,Financial Services,Asset Management
CSX,Industrials,Railroads
CTAS,Industrials,Specialty Business Services
CTBI,Financial Services,Banks—Regional
CTG,Technology,Information Technology Services
CTHR,Consumer Cyclical,Luxury Goods
CTIB,Consumer Cyclical,Specialty Retail
CTLP,Technology,Information Technology Services
CTO,Real Estate,REIT—Diversified
CTRA,Energy,Oil & Gas E&P
CTRN,Consumer Cyclical,Apparel Retail
CTS,Technology,Electronic Components
CTSH,Technology,Information Technology Services
CTSO,Healthcare,Medical Devices
CUBA,Financial Services,Asset Management
CUBE,Real Estate,REIT—Industrial
CUEN,Technology,Software—Application
CUK,Consumer Cyclical,Leisure
CULP,Consumer Cyclical,Textile Manufacturing
CUTR,Healthcare,Medical Devices
CUZ,Real Estate,REIT—Office
CVBF,Financial Services,Banks—Regional
CVCO,Consumer Cyclical,Residential Construction
CVCY,Financial Services,Banks—Regional
CVE,Energy,Oil & Gas Integrated
CVGI,Consumer Cyclical,Auto Parts
CVGW,Consumer Defensive,Food Distribution
CVI,Energy,Oil & Gas Refining & Marketing
CVLG,Industrials,Trucking
CVLT,Technology,Software—Application
CVLY,Financial Services,Banks—Regional
CVM,Healthcare,Biotechnology
CVR,Industrials,Tools & Accessories
CVS,Healthcare,Healthcare Plans
CVU,Industrials,Aerospace & Defense
CVV,Industrials,Specialty Industrial Machinery
CVX,Energy,Oil & Gas Integrated
CW,Industrials,Aerospace & Defense
CWBC,Financial Services,Banks—Regional
CWCO,Utilities,Utilities—Regulated Water
CWST,Industrials,Waste Management
CWT,Utilities,Utilities—Regulated Water
CX,Basic Materials,Building Materials
CXE,Financial Services,Asset Management
CXH,Financial Services,Asset Management
CXW,Real Estate,REIT—Specialty
CYCC,Healthcare,Biotechnology
CYCCP,Healthcare,Biotechnology
CYD,Industrials,Specialty Industrial Machinery
CYH,Healthcare,Medical Care Facilities
CYRX,Industrials,Integrated Freight & Logistics
CYTH,Healthcare,Drug Manufacturers—Specialty & Generic
CYTK,Healthcare,Biotechnology
CZFS,Financial Services,Banks—Regional
CZNC,Financial Services,Banks—Regional
CZWI,Financial Services,Banks—Regional
D,Utilities,Utilities—Regulated Electric
DAC,Industrials,Marine Shipping
DAIO,Technology,Electronic Components
DAKT,Technology,Electronic Components
DAL,Industrials,Airlines
DALN,Communication Services,Publishing
DAN,Consumer Cyclical,Auto Parts
DAR,Consumer Defensive,Packaged Foods
DB,Financial Services,Banks—Regional
DBI,Consumer Cyclical,Apparel Retail
DBRG,Real Estate,REIT—Diversified
DCI,Industrials,Specialty Industrial Machinery
DCO,Industrials,Aerospace & Defense
DCOM,Financial Services,Banks—Regional
DCTH,Healthcare,Medical Devices
DD,Basic Materials,Specialty Chemicals
DDD,Technology,Computer Hardware
DDS,Consumer Cyclical,Department Stores
DDT,Consumer Cyclical,Retail Apparel & Specialty
DE,Industrials,Farm & Heavy Construction Machinery
DECK,Consumer Cyclical,Footwear & Accessories
DEI,Real Estate,REIT—Office
DENN,Consumer Cyclical,Restaurants
DEO,Consumer Defensive,Beverages—Wineries & Distilleries
DFFN,Healthcare,Biotechnology
DFS,Financial Services,Credit Services
DG,Consumer Defensive,Discount Stores
DGICA,Financial Services,Insurance—Property & Casualty
DGII,Technology,Communication Equipment
DGLY,Industrials,Security & Protection Services
DGX,Healthcare,Diagnostics & Research
DHC,Real Estate,REIT—Healthcare Facilities
