Symbol,Sector,Industry
MKC,Consumer Defensive,Packaged Foods
MKL,Financial Services,Insurance—Property & Casualty
MKSI,Technology,Scientific & Technical Instruments
MKTX,Financial Services,Capital Markets
MLAB,Technology,Scientific & Technical Instruments
MLCO,Consumer Cyclical,Resorts & Casinos
MLI,Industrials,Metal Fabrication
MLKN,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
MLM,Basic Materials,Building Materials
MLP,Real Estate,Real Estate Services
MLR,Consumer Cyclical,Auto Parts
MLVF,Financial Services,Banks—Regional
MMC,Financial Services,Insurance Brokers
MMM,Industrials,Conglomerates
MMP,Energy,Oil & Gas Midstream
MMS,Industrials,Specialty Business Services
MMSI,Healthcare,Medical Instruments & Supplies
MMYT,Consumer Cyclical,Travel Services
MNRO,Consumer Cyclical,Auto Parts
MNST,Consumer Defensive,Beverages—Non-Alcoholic
MNTX,Industrials,Farm & Heavy Construction Machinery
MO,Consumer Defensive,Tobacco
MOD,Consumer Cyclical,Auto Parts
MODG,Consumer Cyclical,Leisure
MODV,Healthcare,Medical Care Facilities
MOFG,Financial Services,Banks—Regional
MOH,Healthcare,Healthcare Plans
MOR,Healthcare,Biotechnology
MORN,Financial Services,Financial Data & Stock Exchanges
MOS,Basic Materials,Agricultural Inputs
MOV,Consumer Cyclical,Luxury Goods
MPAA,Consumer Cyclical,Auto Parts
MPB,Financial Services,Banks—Regional
MPC,Energy,Oil & Gas Refining & Marketing
MPW,Real Estate,REIT—Healthcare Facilities
MPWR,Technology,Semiconductors
MPX,Consumer Cyclical,Recreational Vehicles
MRC,Energy,Oil & Gas Equipment & Services
MRCY,Industrials,Aerospace & Defense
MRK,Healthcare,Drug Manufacturers—General
MRO,Energy,Oil & Gas E&P
MRTN,Industrials,Trucking
MRTX,Healthcare,Biotechnology
MRVL,Technology,Semiconductors
MS,Financial Services,Capital Markets
MSA,Industrials,Security & Protection Services
MSB,Basic Materials,Steel
MSCI,Financial Services,Financial Data & Stock Exchanges
MSEX,Utilities,Utilities—Regulated Water
MSFT,Technology,Software—Infrastructure
MSI,Technology,Communication Equipment
MSM,Industrials,Industrial Distribution
MSTR,Technology,Software—Application
MT,Basic Materials,Steel
MTA,Basic Materials,Other Precious Metals & Mining
MTB,Financial Services,Banks—Regional
MTCH,Communication Services,Internet Content & Information
MTD,Healthcare,Diagnostics & Research
MTDR,Energy,Oil & Gas E&P
MTEX,Consumer Defensive,Household & Personal Products
MTG,Financial Services,Insurance—Specialty
MTH,Consumer Cyclical,Residential Construction
MTN,Consumer Cyclical,Resorts & Casinos
MTR,Energy,Oil & Gas E&P
MTRN,Basic Materials,Other Industrial Metals & Mining
MTRX,Industrials,Engineering & Construction
MTSI,Technology,Semiconductors
MTW,Industrials,Farm & Heavy Construction Machinery
MTX,Basic Materials,Specialty Chemicals
MTZ,Industrials,Engineering & Construction
MU,Technology,Semiconductors
MUFG,Financial Services,Banks—Diversified
MUR,Energy,Oil & Gas E&P
MVBF,Financial Services,Banks—Regional
MVO,Energy,Oil & Gas E&P
MWA,Industrials,Specialty Industrial Machinery
MX,Technology,Semiconductors
MXC,Energy,Oil & Gas E&P
MXL,Technology,Semiconductors
MYE,Consumer Cyclical,Packaging & Containers
MYGN,Healthcare,Diagnostics & Research
MYRG,Industrials,Engineering & Construction
NAII,Consumer Defensive,Packaged Foods
NATH,Consumer Cyclical,Restaurants
NATI,Technology,Software—Application
NATR,Consumer Defensive,Packaged Foods
NBHC,Financial Services,Banks—Regional
NBIX,Healthcare,Drug Manufacturers—Specialty & Generic
NBN,Financial Services,Banks—Regional
NBR,Energy,Oil & Gas Drilling
NBTB,Financial Services,Banks—Regional
NC,Energy,Thermal Coal
NCA,Financial Services,Asset Management
NCLH,Consumer Cyclical,Travel Services
NCR,Technology,Information Technology Services
NDAQ,Financial Services,Financial Data & Stock Exchanges
NDSN,Industrials,Specialty Industrial Machinery
NE,Energy,Oil & Gas Drilling
NEE,Utilities,Utilities—Regulated Electric
NEM,Basic Materials,Gold
NEN,Real Estate,Real Estate Services
NEO,Healthcare,Diagnostics & Research
NEOG,Healthcare,Diagnostics & Research
NEON,Technology,Electronic Components
NEU,Basic Materials,Specialty Chemicals
NEWT,Financial Services,Asset Management
NFBK,Financial Services,Banks—Regional
NFG,Energy,Oil & Gas Integrated
NFLX,Communication Services,Entertainment
NG,Basic Materials,Gold
NGG,Utilities,Utilities—Regulated Electric
NGS,Energy,Oil & Gas Equipment & Services
NGVC,Consumer Defensive,Grocery Stores
NHC,Healthcare,Medical Care Facilities
NHI,Real Estate,REIT—Healthcare Facilities
NHTC,Consumer Cyclical,Internet Retail
NI,Utilities,Utilities—Regulated Gas
NICE,Technology,Software—Application
NICK,Financial Services,Credit Services
NIE,Financial Services,Asset Management
NIMC,Utilities,Utilities—Regulated Gas
NJR,Utilities,Utilities—Regulated Gas
NKE,Consumer Cyclical,Footwear & Accessories
NKSH,Financial Services,Banks—Regional
NL,Industrials,Security & Protection Services
NLY,Real Estate,REIT—Mortgage
NMFC,Financial Services,Asset Management
NMI,Financial Services,Asset Management
NMM,Industrials,Marine Shipping
NNI,Financial Services,Credit Services
NNN,Real Estate,REIT—Retail
NNY,Financial Services,Asset Management
NOA,Energy,Oil & Gas Equipment & Services
NOAH,Financial Services,Asset Management
NOC,Industrials,Aerospace & Defense
NOG,Energy,Oil & Gas E&P
NOK,Technology,Communication Equipment
NOTV,Healthcare,Diagnostics & Research
NOV,Energy,Oil & Gas Equipment & Services
NOVT,Technology,Scientific & Technical Instruments
NOW,Technology,Software—Application
NPK,Industrials,Aerospace & Defense
NPO,Industrials,Specialty Industrial Machinery
NRC,Healthcare,Health Information Services
NRG,Utilities,Utilities—Independent Power Producers
NRIM,Financial Services,Banks—Regional
NRP,Energy,Thermal Coal
NRT,Energy,Oil & Gas E&P
NS,Energy,Oil & Gas Midstream
NSC,Industrials,Railroads
NSIT,Technology,Electronics & Computer Distribution
NSP,Industrials,Staffing & Employment Services
NSSC,Industrials,Security & Protection Services
NSYS,Technology,Electronic Components
NTAP,Technology,Computer Hardware
NTCT,Technology,Software—Infrastructure
NTES,Communication Services,Electronic Gaming & Multimedia
NTGR,Technology,Communication Equipment
NTIC,Basic Materials,Specialty Chemicals
NTR,Basic Materials,Agricultural Inputs
NTRS,Financial Services,Asset Management
NTRSO,Financial Services,Asset Management
NTZ,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
NUE,Basic Materials,Steel
NUS,Consumer Defensive,Household & Personal Products
NUVA,Healthcare,Medical Devices
NVAX,Healthcare,Biotechnology
NVDA,Technology,Semiconductors
NVEC,Technology,Semiconductors
NVGS,Energy,Oil & Gas Midstream
NVMI,Technology,Semiconductor Equipment & Materials
NVO,Healthcare,Biotechnology
NVR,Consumer Cyclical,Residential Construction
NVS,Healthcare,Drug Manufacturers—General
NWBI,Financial Services,Banks—Regional
NWE,Utilities,Utilities—Diversified
NWFL,Financial Services,Banks—Regional
NWG,Financial Services,Banks—Diversified
NWL,Consumer Defensive,Household & Personal Products
NWLI,Financial Services,Insurance—Life
NWN,Utilities,Utilities—Regulated Gas
NWPX,Industrials,Metal Fabrication
NX,Industrials,Building Products & Equipment
NXGN,Healthcare,Health Information Services
NXPI,Technology,Semiconductors
NXST,Communication Services,Entertainment
NYCB,Financial Services,Banks—Regional
NYMT,Real Estate,REIT—Mortgage
NYMTL,Real Estate,REIT—Mortgage
NYMTM,Real Estate,REIT—Mortgage
NYMTN,Real Estate,REIT—Mortgage
NYMTZ,Real Estate,REIT—Mortgage
NYT,Communication Services,Publishing
O,Real Estate,REIT—Retail
OBE,Energy,Oil & Gas E&P
OC,Industrials,Building Products & Equipment
OCC,Technology,Communication Equipment
OCFC,Financial Services,Banks—Regional
OCFCP,Financial Services,Banks—Regional
OCN,Financial Services,Mortgage Finance
OCSL,Financial Services,Credit Services
ODC,Basic Materials,Specialty Chemicals
ODFL,Industrials,Trucking
ODP,Consumer Cyclical,Specialty Retail
OFC,Real Estate,REIT—Office
OFED,Financial Services,Banks—Regional
OFG,Financial Services,Banks—Regional
OFIX,Healthcare,Medical Devices
OFLX,Industrials,Specialty Industrial Machinery
OFS,Financial Services,Asset Management
OGE,Utilities,Utilities—Regulated Electric
OHI,Real Estate,REIT—Healthcare Facilities
OI,Consumer Cyclical,Packaging & Containers
OII,Energy,Oil & Gas Equipment & Services
OIS,Energy,Oil & Gas Equipment & Services
OKE,Energy,Oil & Gas Midstream
OLED,Technology,Semiconductor Equipment & Materials
OLN,Basic Materials,Specialty Chemicals
OLP,Real Estate,REIT—Diversified
OMAB,Industrials,Airports & Air Services
OMC,Communication Services,Advertising Agencies
OMCL,Healthcare,Health Information Services
OMF,Financial Services,Credit Services
OMI,Healthcare,Medical Distribution
OMQS,Technology,Software—Application
ON,Technology,Semiconductors
ONB,Financial Services,Banks—Regional
ONBPO,Financial Services,Banks—Regional
ONBPP,Financial Services,Banks—Regional
ONTO,Technology,Semiconductor Equipment & Materials
OPCH,Healthcare,Medical Care Facilities
OPI,Real Estate,REIT—Office
OPOF,Financial Services,Banks—Regional
OPRX,Healthcare,Health Information Services
OPY,Financial Services,Capital Markets
ORA,Utilities,Utilities—Renewable
ORAN,Communication Services,Telecom Services
ORCL,Technology,Software—Infrastructure
ORI,Financial Services,Insurance—Diversified
ORLY,Consumer Cyclical,Specialty Retail
ORRF,Financial Services,Banks—Regional
OSBC,Financial Services,Banks—Regional
OSIS,Technology,Electronic Components
OSK,Industrials,Farm & Heavy Construction Machinery
OSPN,Technology,Software—Infrastructure
OSTK,Consumer Cyclical,Internet Retail
OTEX,Technology,Software—Application
OTTR,Utilities,Utilities—Diversified
OVBC,Financial Services,Banks—Regional
OVLY,Financial Services,Banks—Regional
OVV,Energy,Oil & Gas E&P
OXM,Consumer Cyclical,Apparel Manufacturing
OXY,Energy,Oil & Gas E&P
OZK,Financial Services,Banks—Regional
PAA,Energy,Oil & Gas Midstream
PAAS,Basic Materials,Silver
PAC,Industrials,Airports & Air Services
PACB,Healthcare,Medical Devices
PAG,Consumer Cyclical,Auto & Truck Dealerships
PAHC,Healthcare,Drug Manufacturers—Specialty & Generic
PAM,Utilities,Utilities—Independent Power Producers
PANW,Technology,Software—Infrastructure
PAR,Technology,Software—Application
PARA,Communication Services,Entertainment
PARAA,Communication Services,Entertainment
PARAP,Communication Services,Entertainment
PARR,Energy,Oil & Gas Refining & Marketing
PATK,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
PAYX,Industrials,Staffing & Employment Services
PB,Financial Services,Banks—Regional
PBA,Energy,Oil & Gas Midstream
PBF,Energy,Oil & Gas Refining & Marketing
PBH,Healthcare,Medical Distribution
PBHC,Financial Services,Banks—Regional
PBR,Energy,Oil & Gas Integrated
PBT,Energy,Oil & Gas Midstream
PCAR,Industrials,Farm & Heavy Construction Machinery
PCB,Financial Services,Banks—Regional
PCG,Utilities,Utilities—Regulated Electric
PCGU,Utilities,Utilities—Regulated Electric
PCH,Real Estate,REIT—Specialty
PCN,Financial Services,Asset Management
PCRX,Healthcare,Drug Manufacturers—Specialty & Generic
PCTI,Technology,Communication Equipment
PCYG,Technology,Software—Application
PCYO,Utilities,Utilities—Regulated Water
PDCE,Energy,Oil & Gas E&P
PDCO,Healthcare,Medical Distribution
PDEX,Healthcare,Medical Instruments & Supplies
PDFS,Technology,Software—Application
PDM,Real Estate,REIT—Office
PDS,Energy,Oil & Gas Drilling
PEAK,Real Estate,REIT—Healthcare Facilities
PEB,Real Estate,REIT—Hotel & Motel
PEBK,Financial Services,Banks—Regional
PEBO,Financial Services,Banks—Regional
PEG,Utilities,Utilities—Regulated Electric
PEGA,Technology,Software—Application
PENN,Consumer Cyclical,Resorts & Casinos
PEO,Financial Services,Asset Management
PEP,Consumer Defensive,Beverages—Non-Alcoholic
PERF,Technology,Software—Application
PERI,Communication Services,Internet Content & Information
PESI,Industrials,Waste Management
PETS,Healthcare,Pharmaceutical Retailers
PFBC,Financial Services,Banks—Regional
PFC,Financial Services,Banks—Regional
PFE,Healthcare,Drug Manufacturers—General
PFG,Financial Services,Insurance—Diversified
PFIN,Industrials,Tools & Accessories
PFIS,Financial Services,Banks—Regional
PFS,Financial Services,Banks—Regional
PFSW,Industrials,Specialty Business Services
PG,Consumer Defensive,Household & Personal Products
PGC,Financial Services,Banks—Regional
PGR,Financial Services,Insurance—Property & Casualty
PGTI,Industrials,Building Products & Equipment
PH,Industrials,Specialty Industrial Machinery
PHAR,Healthcare,Biotechnology
PHG,Healthcare,Medical Devices
PHI,Communication Services,Telecom Services
PHM,Consumer Cyclical,Residential Construction
PII,Consumer Cyclical,Recreational Vehicles
PIM,Financial Services,Asset Management
PIPR,Financial Services,Capital Markets
PKBK,Financial Services,Banks—Regional
PKE,Industrials,Aerospace & Defense
PKG,Consumer Cyclical,Packaging & Containers
PKOH,Industrials,Specialty Industrial Machinery
PKX,Basic Materials,Steel
PLAB,Technology,Semiconductor Equipment & Materials
PLBC,Financial Services,Banks—Regional
PLCE,Consumer Cyclical,Apparel Retail
PLD,Real Estate,REIT—Industrial
PLL,Basic Materials,Other Industrial Metals & Mining
PLOW,Consumer Cyclical,Auto Parts
PLPC,Industrials,Electrical Equipment & Parts
PLUG,Industrials,Electrical Equipment & Parts
PLUS,Technology,Software—Application
PLXS,Technology,Electronic Components
PM,Consumer Defensive,Tobacco
PMD,Healthcare,Diagnostics & Research
PMT,Real Estate,REIT—Mortgage
PNBK,Financial Services,Banks—Regional
PNC,Financial Services,Banks—Regional
PNFP,Financial Services,Banks—Regional
PNFPP,Financial Services,Banks—Regional
PNM,Utilities,Utilities—Regulated Electric
PNNT,Financial Services,Asset Management
PNR,Industrials,Specialty Industrial Machinery
PNRG,Energy,Oil & Gas E&P
PNW,Utilities,Utilities—Regulated Electric
PODD,Healthcare,Medical Devices
POOL,Industrials,Industrial Distribution
POR,Utilities,Utilities—Regulated Electric
POST,Consumer Defensive,Packaged Foods
POWI,Technology,Semiconductors
POWL,Industrials,Electrical Equipment & Parts
POWWP,Industrials,Aerospace & Defense
PPBI,Financial Services,Banks—Regional
PPC,Consumer Defensive,Packaged Foods
PPG,Basic Materials,Specialty Chemicals
PPIH,Industrials,Building Products & Equipment
PPL,Utilities,Utilities—Regulated Electric
PRA,Financial Services,Insurance—Property & Casualty
PRAA,Financial Services,Credit Services
PRDO,Consumer Defensive,Education & Training Services
PRFT,Technology,Information Technology Services
PRG,Industrials,Rental & Leasing Services
PRGO,Healthcare,Drug Manufacturers—Specialty & Generic
PRGS,Technology,Software—Application
PRI,Financial Services,Insurance—Life
PRIM,Industrials,Engineering & Construction
PRK,Financial Services,Banks—Regional
PRLB,Industrials,Metal Fabrication
PRMW,Consumer Defensive,Beverages—Non-Alcoholic
PRO,Technology,Software—Application
PROV,Financial Services,Banks—Regional
PRPH,Healthcare,Drug Manufacturers—Specialty & Generic
PRTS,Consumer Cyclical,Internet Retail
PRU,Financial Services,Insurance—Life
PSA,Real Estate,REIT—Industrial
PSEC,Financial Services,Asset Management
PSMT,Consumer Defensive,Discount Stores
PSO,Communication Services,Publishing
PSX,Energy,Oil & Gas Refining & Marketing
PTC,Technology,Software—Application
PTEN,Energy,Oil & Gas Drilling
PTMN,Financial Services,Asset Management
PTRS,Financial Services,Banks—Regional
PTSI,Industrials,Trucking
PUK,Financial Services,Insurance—Life
PVH,Consumer Cyclical,Apparel Manufacturing
PWOD,Financial Services,Banks—Regional
PWR,Industrials,Engineering & Construction
PXD,Energy,Oil & Gas E&P
PZZA,Consumer Cyclical,Restaurants
QCOM,Technology,Semiconductors
QCRH,Financial Services,Banks—Regional
QDEL,Healthcare,Medical Instruments & Supplies
QGEN,Healthcare,Diagnostics & Research
QIPT,Healthcare,Medical Devices
QLYS,Technology,Software—Infrastructure
QNST,Communication Services,Advertising Agencies
QRHC,Industrials,Waste Management
QRTEB,Consumer Cyclical,Internet Retail
QRTEP,Consumer Cyclical,Internet Retail
QUIK,Technology,Semiconductors
R,Industrials,Rental & Leasing Services
RAMP,Technology,Software—Infrastructure
RAND,Financial Services,Asset Management
RBA,Industrials,Specialty Business Services
RBC,Industrials,Tools & Accessories
RBCAA,Financial Services,Banks—Regional
RBCP,Industrials,Tools & Accessories
RCEL,Healthcare,Medical Devices
RCI,Communication Services,Telecom Services
RCKY,Consumer Cyclical,Footwear & Accessories
RCL,Consumer Cyclical,Travel Services
RCM,Healthcare,Health Information Services
RCMT,Industrials,Conglomerates
RDCM,Communication Services,Telecom Services
RDIB,Communication Services,Entertainment
RDN,Financial Services,Insurance—Specialty
RDNT,Healthcare,Diagnostics & Research
RDWR,Technology,Software—Infrastructure
RDY,Healthcare,Drug Manufacturers—Specialty & Generic
RE,Financial Services,Insurance—Reinsurance
REG,Real Estate,REIT—Retail
REGN,Healthcare,Biotechnology
RELL,Technology,Electronic Components
RELX,Communication Services,Publishing
RES,Energy,Oil & Gas Equipment & Services
REX,Basic Materials,Specialty Chemicals
RF,Financial Services,Banks—Regional
RFIL,Industrials,Electrical Equipment & Parts
RGA,Financial Services,Insurance—Reinsurance
RGC,Healthcare,Drug Manufacturers—Specialty & Generic
RGCO,Utilities,Utilities—Regulated Gas
RGEN,Healthcare,Medical Instruments & Supplies
RGLD,Basic Materials,Gold
RGP,Industrials,Consulting Services
RGR,Industrials,Aerospace & Defense
RHI,Industrials,Staffing & Employment Services
RHP,Real Estate,REIT—Hotel & Motel
RICK,Consumer Cyclical,Restaurants
RILY,Financial Services,Financial Conglomerates
RILYL,Financial Services,Financial Conglomerates
RILYP,Financial Services,Financial Conglomerates
RIO,Basic Materials,Other Industrial Metals & Mining
RIOT,Technology,Software—Application
RJF,Financial Services,Capital Markets
RL,Consumer Cyclical,Apparel Manufacturing
RLGT,Industrials,Integrated Freight & Logistics
RLI,Financial Services,Insurance—Property & Casualty
RLJ,Real Estate,REIT—Hotel & Motel
RM,Financial Services,Credit Services
RMBS,Technology,Semiconductors
RMCF,Consumer Defensive,Confectioners
RMD,Healthcare,Medical Instruments & Supplies
RNR,Financial Services,Insurance—Reinsurance
RNST,Financial Services,Banks—Regional
ROCC,Energy,Oil & Gas E&P
ROCK,Industrials,Building Products & Equipment
ROG,Technology,Electronic Components
ROIC,Real Estate,REIT—Retail
ROK,Industrials,Specialty Industrial Machinery
ROL,Consumer Cyclical,Personal Services
ROP,Industrials,Specialty Industrial Machinery
ROST,Consumer Cyclical,Apparel Retail
RPM,Basic Materials,Specialty Chemicals
RPT,Real Estate,REIT—Retail
RRC,Energy,Oil & Gas E&P
RRGB,Consumer Cyclical,Restaurants
RRX,Industrials,Specialty Industrial Machinery
RS,Basic Materials,Steel
RSG,Industrials,Waste Management
RTC,Technology,Software—Application
RTO,Industrials,Specialty Business Services
RTX,Industrials,Aerospace & Defense
RUSHA,Consumer Cyclical,Auto & Truck Dealerships
RUSHB,Consumer Cyclical,Auto & Truck Dealerships
RUTH,Consumer Cyclical,Restaurants
RVSB,Financial Services,Banks—Regional
RVT,Financial Services,Asset Management
RVTY,Healthcare,Diagnostics & Research
RWT,Real Estate,REIT—Mortgage
RY,Financial Services,Banks—Diversified
RYAAY,Industrials,Airlines
RYI,Industrials,Metal Fabrication
RYN,Real Estate,REIT—Specialty
SA,Basic Materials,Gold
SAFT,Financial Services,Insurance—Property & Casualty
SAH,Consumer Cyclical,Auto & Truck Dealerships
SAIA,Industrials,Trucking
SAL,Financial Services,Banks—Regional
SAM,Consumer Defensive,Beverages—Brewers
SAMG,Financial Services,Asset Management
SANG,Technology,Software—Infrastructure
SANM,Technology,Electronic Components
SAP,Technology,Software—Application
SAR,Financial Services,Asset Management
SASR,Financial Services,Banks—Regional
SATS,Technology,Communication Equipment
SAVA,Healthcare,Biotechnology
SAVE,Industrials,Airlines
SBAC,Real Estate,REIT—Specialty
SBCF,Financial Services,Banks—Regional
SBFG,Financial Services,Banks—Regional
SBGI,Communication Services,Entertainment
SBH,Consumer Cyclical,Specialty Retail
SBLK,Industrials,Marine Shipping
SBOW,Energy,Oil & Gas E&P
SBR,Energy,Oil & Gas E&P
SBS,Utilities,Utilities—Regulated Water
SBSI,Financial Services,Banks—Regional
SBUX,Consumer Cyclical,Restaurants
SCCO,Basic Materials,Copper
SCHL,Communication Services,Publishing
SCHN,Basic Materials,Steel
SCHW,Financial Services,Capital Markets
SCI,Consumer Cyclical,Personal Services
SCL,Basic Materials,Specialty Chemicals
SCS,Industrials,Business Equipment & Supplies
SCSC,Technology,Electronics & Computer Distribution
SCU,Financial Services,Asset Management
SCVL,Consumer Cyclical,Apparel Retail
SCX,Industrials,Tools & Accessories
SD,Energy,Oil & Gas E&P
SEAC,Technology,Software—Application
SEB,Industrials,Conglomerates
SEE,Consumer Cyclical,Packaging & Containers
SEED,Basic Materials,Agricultural Inputs
SEIC,Financial Services,Asset Management
SELF,Real Estate,REIT—Industrial
SEM,Healthcare,Medical Care Facilities
SENEA,Consumer Defensive,Packaged Foods
SENEB,Consumer Defensive,Packaged Foods
SF,Financial Services,Capital Markets
SFBS,Financial Services,Banks—Regional
SFL,Industrials,Marine Shipping
SFNC,Financial Services,Banks—Regional
SFST,Financial Services,Banks—Regional
SGA,Communication Services,Broadcasting
SGC,Consumer Cyclical,Apparel Manufacturing
SGEN,Healthcare,Biotechnology
SGU,Energy,Oil & Gas Refining & Marketing
SHBI,Financial Services,Banks—Regional
SHEL,Energy,Oil & Gas Integrated
SHEN,Communication Services,Telecom Services
SHG,Financial Services,Banks—Regional
SHIP,Industrials,Marine Shipping
SHO,Real Estate,REIT—Hotel & Motel
SHOO,Consumer Cyclical,Footwear & Accessories
SHW,Basic Materials,Specialty Chemicals
SHYF,Industrials,Farm & Heavy Construction Machinery
SIG,Consumer Cyclical,Luxury Goods
SIGA,Healthcare,Drug Manufacturers—Specialty & Generic
SIGI,Financial Services,Insurance—Property & Casualty
SIGIP,Financial Services,Insurance—Property & Casualty
SII,Financial Services,Asset Management
SILC,Technology,Communication Equipment
SIM,Basic Materials,Steel
SIMO,Technology,Semiconductors
SIRI,Communication Services,Entertainment
SITC,Real Estate,REIT—Retail
SJM,Consumer Defensive,Packaged Foods
SJT,Energy,Oil & Gas E&P
SJW,Utilities,Utilities—Regulated Water
SKE,Basic Materials,Other Industrial Metals & Mining
SKM,Communication Services,Telecom Services
SKT,Real Estate,REIT—Retail
SKX,Consumer Cyclical,Footwear & Accessories
SKYW,Industrials,Airlines
SLAB,Technology,Semiconductors
SLB,Energy,Oil & Gas Equipment & Services
SLCA,Energy,Oil & Gas Equipment & Services
SLF,Financial Services,Insurance—Diversified
SLG,Real Estate,REIT—Office
SLGN,Consumer Cyclical,Packaging & Containers
SLM,Financial Services,Credit Services
SLMBP,Financial Services,Credit Services
SLN,Healthcare,Biotechnology
SLP,Healthcare,Health Information Services
SLRC,Financial Services,Asset Management
SM,Energy,Oil & Gas E&P
SMBC,Financial Services,Banks—Regional
SMBK,Financial Services,Banks—Regional
SMCI,Technology,Computer Hardware
SMFG,Financial Services,Banks—Diversified
SMG,Basic Materials,Agricultural Inputs
SMID,Basic Materials,Building Materials
SMMF,Financial Services,Banks—Regional
SMP,Consumer Cyclical,Auto Parts
SMTC,Technology,Semiconductors
SMTI,Healthcare,Medical Instruments & Supplies
SNA,Industrials,Tools & Accessories
SNBR,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SNDA,Healthcare,Medical Care Facilities
SNEX,Financial Services,Capital Markets
SNFCA,Financial Services,Mortgage Finance
SNN,Healthcare,Medical Devices
SNPS,Technology,Software—Infrastructure
SNV,Financial Services,Banks—Regional
SNX,Technology,Electronics & Computer Distribution
SNY,Healthcare,Drug Manufacturers—General
SO,Utilities,Utilities—Regulated Electric
SOHOB,Real Estate,REIT—Hotel & Motel
SOHON,Real Estate,REIT—Hotel & Motel
SOHOO,Real Estate,REIT—Hotel & Motel
SOHU,Communication Services,Electronic Gaming & Multimedia
SOL,Technology,Solar
SON,Consumer Cyclical,Packaging & Containers
SONY,Technology,Consumer Electronics
SOR,Financial Services,Asset Management
SOTK,Technology,Scientific & Technical Instruments
SP,Industrials,Specialty Business Services
SPG,Real Estate,REIT—Retail
SPGI,Financial Services,Financial Data & Stock Exchanges
SPH,Utilities,Utilities—Regulated Gas
SPLP,Industrials,Conglomerates
SPNS,Technology,Software—Application
SPOK,Healthcare,Health Information Services
SPR,Industrials,Aerospace & Defense
SPSC,Technology,Software—Infrastructure
SPTN,Consumer Defensive,Food Distribution
SPWR,Technology,Solar
SPXC,Industrials,Specialty Industrial Machinery
SQM,Basic Materials,Specialty Chemicals
SR,Utilities,Utilities—Regulated Gas
SRC,Real Estate,REIT—Diversified
SRCE,Financial Services,Banks—Regional
SRCL,Industrials,Waste Management
SRDX,Healthcare,Medical Devices
SRE,Utilities,Utilities—Diversified
SRI,Consumer Cyclical,Auto Parts
SRL,Financial Services,Capital Markets
SRPT,Healthcare,Biotechnology
SRV,Financial Services,Asset Management
SSB,Financial Services,Banks—Regional
SSBI,Financial Services,Banks—Regional
SSD,Industrials,Building Products & Equipment
SSL,Basic Materials,Specialty Chemicals
SSNC,Technology,Software—Application
SSP,Communication Services,Broadcasting
SSRM,Basic Materials,Gold
SSTK,Communication Services,Internet Content & Information
SSYS,Technology,Computer Hardware
ST,Technology,Scientific & Technical Instruments
STAA,Healthcare,Medical Instruments & Supplies
STAG,Real Estate,REIT—Industrial
STBA,Financial Services,Banks—Regional
STC,Financial Services,Insurance—Property & Casualty
STCN,Communication Services,Advertising Agencies
STE,Healthcare,Medical Devices
STKL,Consumer Defensive,Packaged Foods
STKS,Consumer Cyclical,Restaurants
STLA,Consumer Cyclical,Auto Manufacturers
STLD,Basic Materials,Steel
STM,Technology,Semiconductors
STN,Industrials,Engineering & Construction
STNG,Energy,Oil & Gas Midstream
STR,Basic Materials,Other Industrial Metals & Mining
STRA,Consumer Defensive,Education & Training Services
STRL,Industrials,Engineering & Construction
STRRP,Healthcare,Diagnostics & Research
STRS,Real Estate,Real Estate—Diversified
STRT,Consumer Cyclical,Auto Parts
STT,Financial Services,Asset Management
STWD,Real Estate,REIT—Mortgage
STX,Technology,Computer Hardware
STZ,Consumer Defensive,Beverages—Wineries & Distilleries
SU,Energy,Oil & Gas Integrated
SUI,Real Estate,REIT—Residential
SUPN,Healthcare,Drug Manufacturers—Specialty & Generic
SURG,Technology,Software—Application
SUZ,Basic Materials,Paper & Paper Products
SVC,Real Estate,REIT—Hotel & Motel
SVT,Industrials,Electrical Equipment & Parts
SWBI,Industrials,Aerospace & Defense
SWK,Industrials,Tools & Accessories
SWKH,Financial Services,Asset Management
SWKS,Technology,Semiconductors
SWN,Energy,Oil & Gas E&P
SWX,Utilities,Utilities—Regulated Gas
SXC,Basic Materials,Coking Coal
SXI,Industrials,Specialty Industrial Machinery
SXT,Basic Materials,Specialty Chemicals
SYBT,Financial Services,Banks—Regional
SYK,Healthcare,Medical Devices
SYNA,Technology,Semiconductors
SYY,Consumer Defensive,Food Distribution
T,Communication Services,Telecom Services
TAC,Utilities,Utilities—Independent Power Producers
TACT,Technology,Computer Hardware
TAIT,Technology,Electronics & Computer Distribution
TAK,Healthcare,Drug Manufacturers—Specialty & Generic
TAP,Consumer Defensive,Beverages—Brewers
TARO,Healthcare,Drug Manufacturers—Specialty & Generic
TATT,Industrials,Aerospace & Defense
TAYD,Industrials,Specialty Industrial Machinery
TBB,,
TBBK,Financial Services,Banks—Regional
TBI,Industrials,Staffing & Employment Services
TBNK,Financial Services,Banks—Regional
TCBI,Financial Services,Banks—Regional
TCBIO,Financial Services,Banks—Regional
TCBK,Financial Services,Banks—Regional
TCFC,Financial Services,Banks—Regional
TCI,Real Estate,Real Estate Services
TCN,Real Estate,Real Estate Services
TCOM,Consumer Cyclical,Travel Services
